product_id,sales,sold_in_distinct_parcels,in_distinct_dates_scanned,special_positive_rate_by_order,special_positive_rate_by_parcel,special_positive_rate_by_date,marked_has_battery_pct,marked_has_liquid_pct,marked_has_sensitive_pct,time,product_name,true_tag_ids,tags
5ad1b80fd91790102fbf78e5,10404,8380,96,76.2,76.6,96.9,1.3,0.0,75.0,1562025600,2018 Sexy 2 In 1 Double-ended Lips Makeup Matte Lipstick Set Long Lasting Waterproof Pigment Lipstick Pencils Moisturizer Lips Contour for Women Beauty Cosmetic Kit,"5c82b6c76fa88c2ae4214d0d,53dc186421a86318bdc87f2b","makeup,beauty,matte,womensfashion,cosmeticlipstick,doubleendedlipstick,kit,cosmetic,longlastinglipstick,waterproof,sexy,lip,lipstick,women"
5aec12fe78760b61d62ecd73,10115,10077,41,61.1,61.3,87.8,3.4,0.0,57.7,1562025600,360 Degree Universal Car Phone Holder Magnetic Air Vent Mount Cell Phone Car Mobile Phone Holder Stand Mobile Phone Accessories,"5c82b6c76fa88c2ae4214d10,54c024ca2297f16081cdae67","mobilephoneholder,phone,tabletiphonecarholder,carphoneholder,car,universalcarphoneholder,stand,universalcarholder,magnetic,caraccessorie,mobile,cellphoneaccessorie,mount,iphoneaccessorie"
5ad4b395414de24694d10b4c,7376,5728,95,87.1,89.0,98.9,34.9,0.0,56.4,1562025600,Super Lady Makeup 17 Liquid Lipstick Red Long-lasting Velvet Matte Waterproof Lipgloss Lip Plumpers,"5c82b6c76fa88c2ae4214d0d,53dc186421a86318bdc87f2b","waterprooflipglo,velvetmattelipstick,beauty,matte,velvet,liquidlipstick,red,makeup,brown,cosmetic,longlastinglipstick,waterproof,lip,lipstick"
5a75186907c7b4124cdb3f13,6900,5801,65,96.0,96.9,98.5,5.4,0.0,90.6,1562025600,Unique 26 Color Liquid Waterproof Long Lasting Lip Glosses Sexy Ultra Matte Velvet   Lipstick Cosmetic Supplies Makeup Kit for Women Girls(26 Colors),"5c82b6c76fa88c2ae4214d0d,53dc186421a86318bdc87f2b","velvetmattelipstick,healthampbeauty,velvet,cosmetic,sexy,lip,lipstick,makeup,beauty,lipmakeup,womensfashion,liquidlipstick,matte,lipglosse,kit,sexylipglos,unique,waterproof,mattelipstick,women,waterprooflipstick"
5a8a6add5708590af8387420,6691,6665,39,73.8,74.1,92.3,4.1,0.0,69.8,1562025600,Universal In Car Magnetic Dashboard Cell Mobile Phone GPS PDA Mount Holder Stand,"5c82b6c76fa88c2ae4214d10,54c024ca2297f16081cdae67","phone,fashionaccessorie,car,stand,smartphone,dashboard,telephoneaccessorie,pdaholder,holder,tabletholder,mobile,gp,cfreative,mount,mobilephone"
5ab4c2f9c1d5187d41642205,6200,3786,76,60.1,60.6,90.8,1.0,0.0,59.1,1562025600,"300 PCS/package PAMPAS GRASS  S-e-e-d-s ,Home Garden  planting Selloana Garden decoration DIY","5ab2e79c30b04a340b9a76b3,5c82b6c76fa88c2ae4214d13","gras,pottedplant,gardeningsupplie,gardening,homedecoration,selloana,decoration,home,homeliving,homekitchen,plant,gardendecor,seed,homeandgarden,garden,diy"
5bc7ffe8f00b9f32d987f383,6162,6150,96,93.9,94.0,99.0,2.7,0.0,91.2,1562025600,Hand Foot Heel Nourish Anti Fungal Anti Chapped Odor Treatment Banana Oil Repair Anti-Drying Crack Cream Dead Skin Remover Skin Care Product,"5c82b6c76fa88c2ae4214d0d,53fcd3f32ee34556013a732b","massagecream,handcare,footcare,skincareproduct,tineapedi,heel,shoe,skincare,deadskinremover,bananaoil,womensfashion,healthbeauty,handcream"
5abb1482ddf45b35977b3688,4937,2519,83,71.3,69.0,90.4,0.3,0.0,71.0,1562025600,100 pcs / bag Rock Cress Seeds Rock Cress Seeds Climbing Plant Barley perennial bonsai flower plants for home decoration,"5ab2e79c30b04a340b9a76b3,5c82b6c76fa88c2ae4214d13","bag,flowerseed,bonsaiseed,climbingplant,flower,rockcressseed,cressseed,decoration,plantseed,rockcres,homekitchen,plant,home,homedecoration,bonsai,homeliving"
5bbf03f5971aa1705fc4860e,4339,3042,92,94.3,94.1,98.9,22.1,0.2,74.0,1562025600,2018 Fashion New Metallics Nail Polish Mirror Nail Polish For Women Girl As Makeup Tool,"5478f28258f177436386b912,5c82b6c76fa88c2ae4214d0d","makeup,beauty,mirror,womensfashion,nailpolish,bling,fashion,nail,tool,metallicnailpolish,cosmetic,sexy,sexynailpolish,naildecoration,women"
58edf9a31f63ee191c842d74,4168,2314,75,66.0,65.7,93.3,1.6,0.0,64.3,1562025600,Sexy 12 Colors Long Lasting Waterproof Ultra Matte Liquid Lipstick Moisturizer Beauty Makeup,"5c82b6c76fa88c2ae4214d0d,53dc186421a86318bdc87f2b","makeup,beauty,healthampbeauty,lipmakeup,matte,liquidlipstick,waterproof,makeuptoolsampaccessorie,cosmetic,lipglos,sexy,sexylipstick,mattelipstick,lipstick"
59ba5cff77cc4e040c8111db,3776,3417,95,94.5,94.5,100.0,1.7,0.0,92.8,1562025600,SACE LADY Little Liquid Concealer (6ml/0.2 oz ) Cover  Smooth Lightweight Flawless  Makeup,"5c82b6c76fa88c2ae4214d0d,53fcffbf2ee3456de1893c8a","concealerbase,concealercream,fullcoverageconcealer,faceconcealer,concealerpen,darkcircle,radiantcreamyconcealer,makeupconcealer,liquidconcealer,cover"
5b4490cf0912bb0b8714aa9f,3755,3747,71,81.2,81.3,93.0,0.5,0.0,80.7,1562025600,Creamy Liquid Lipstick Long lasting lumious color Crème Lipgloss Easy to remove makeup NEW BRAND,"5c82b6c76fa88c2ae4214d0d,546e82940d725226768b4125","makeup,beauty,rouge,concealer,cosmetic,lipglos,lipplumper,mattelipstick,eyebrow,lipstick"
5af2c6317fe38f3606ab9260,3662,3651,56,61.3,61.5,94.6,1.6,0.0,59.7,1562025600,PHOERA 12 Colors Sparkle and Shine Diamond Dew Liquid Eyeshadow ,"5c82b6c76fa88c2ae4214d0d,540e1ffb0b6425323b42aa96","sparkle,liquideyeliner,beauty,eyemakeup,eye,diamond,eyeshadowmakeup,makeup,eyeliner,waterproof,eyeshadow,jewelry,women"
5b90fbe8e52e37391addc903,3653,3543,100,56.1,56.5,89.0,1.3,0.0,54.9,1562025600, 15g/10g/25g Mystical Fire! Magical Fire Powder Fire Color Changer Rainbow Colored Flames Bonfire Camfire Fireplace Pit Patio Toy Festival Party Supplies,"5c82b6c76fa88c2ae4214d0e,579a9c3b2316870ba26e5d24","mysticalfireflame,safe,pulsatingflame,bonfire,vibrant,magic,outdoor,rainbowcoloredflame,indoor,rainbow,mysticalfireflamecolorant,patio,festival,party,toy"
5bbc58b5355df13b74d912a1,3582,3541,102,79.4,80.1,98.0,29.1,0.0,51.8,1562025600,Removal Warts Treatment Foot Corn Removal Plantar Warts Pomada De Verruga Foot Care Medical Plaster Ointment 10ml,"5c82b6c76fa88c2ae4214d0d,53fcd3f32ee34556013a732b","footcare,wartstreatment,footcorn,treatment,skincare,wart,wartsremoval,facewartsremover,cornremoval,footwart"
5ad00723639a7a4f4e666471,3427,3424,97,75.6,75.7,94.8,1.7,0.0,73.9,1562025600,PHOERA Metallic Diamond Pearly Watery Eyeshadow Sparkling Party Radiant Fashion Liquid Eyeshadow,"5c82b6c76fa88c2ae4214d0d,540e1ffb0b6425323b42aa96","diamond,makeup,beauty,eye,fashion,smokyeyeshadow,metallic,glittereyeshadow,longlasting,cosmetic,eyeshadow,party,jewelry,shimmereyeshadow"
5c5011613f50f26163d7b137,3207,3171,35,80.0,80.4,97.1,0.8,0.0,79.2,1562025600,Organic Herbal Extract Tooth Whitening Healthy Oral Hygiene Cleaning Oral Care Clean Extra Cool Tooth Paste ,"5c82b6c76fa88c2ae4214d0d,55d63ccf601ef3068ed2e29d","yellowteeth,toothstainremover,toothbrush,dentalplaque,toothcare,oralcare,whiteningtool,toothwhitening,teethwhitener,dental"
5b0d0881231a3315edbe296a,3085,2434,68,58.3,58.1,83.8,2.9,0.0,55.4,1562025600,Tails I Get Head! Lucky Girl Funny Coins Gold Plated Coins Collection Arts Gifts Souvenir Coins,"5c82b6c76fa88c2ae4214d14,5603422c6c54632b344751f5","gold,goldcoin,creativegift,woman,souvenir,goldplated,sexcoin,coin,sexycoin,luckygirl,get,sexy,jewelry,24kgold,commemorativecoin"
5ab35fcd4f6b496159d85d89,3053,1538,74,64.6,59.4,90.5,0.7,0.0,63.9,1562025600,200 Pcs Hosta Plantaginea Seeds Fragrant Plantain Flower Fire And Ice Shade Mix,"5ab2e79c30b04a340b9a76b3,5c82b6c76fa88c2ae4214d13","flowerseed,hosta,flower,plantaginea,fragrant,plantainseed,plantseed,shade,plant,iceshade,seed,ice,garden"
58b3d88eb3b76650500cd12b,2965,2708,95,93.5,93.8,100.0,1.6,0.0,91.9,1562025600,SACE LADY Full Coverage Cream Flawless Concealer Face Contouring Makeup Silky Smooth Texture ,"5c82b6c76fa88c2ae4214d0e,53fcffbf2ee3456de1893c8a","concealerbase,beauty,powderfoundation,concealersneutralizer,rednessconcealer,contourmakeupcream,fullcoveragefoundation,faceconcealer,darkcircle,cosmetic,darkspot,flawlessmakeup"
5a5600822495d40c4f0773ce,2891,1703,95,76.8,76.0,91.6,0.9,0.0,75.9,1562025600,Sexy Long Lasting Waterproof Ultra Matte Liquid Lipstick Moisturizer Velvet Lipstick Cosmetic Beauty Makeup,"5c82b6c76fa88c2ae4214d0d,53dc186421a86318bdc87f2b","makeuptoolsaccessorie,makeup,beauty,waterproof,matte,velvet,liquidlipstick,healthbeauty,cosmetic,lipglos,sexy,lipstick"
5b19fb9e6eaa3616978ed1b5,2812,2432,97,65.6,65.7,89.7,1.0,0.0,64.6,1562025600,Carving Tools Industrial Scalpel One Sets Stainless Steel Medical Scalpel(1 pcs Shank + 10 pcs Blade),55a42ac96c5463777da46951,"stainlesssteel,craft,carvingtool,surgicalmedicalkit,tool,pcbrepair,stainles,engravingknife,cuttingtool,woodworking,steel,scalpel"
5b97b9393969be5f39223830,2801,1798,96,62.5,61.2,88.5,0.2,0.0,62.4,1562025600,"100pcs / bag Creeping thyme seeds or Blue Rock Cress seeds-ground cover perennial flower, natural growth for garden","5ab2e79c30b04a340b9a76b3,5c82b6c76fa88c2ae4214d13","bag,cover,flowerpotsplant,flower,gardensupplie,perennialflowerseed,nature,homesupplie,seed,garden,blue"
5c3208eb0319450cf42e43b7,2733,2675,102,51.5,52.3,90.2,0.2,0.0,51.3,1562025600,New Design 100Pcs Mixed Lily Bulbs Seeds Planting Lilium Perfume Flower Garden Bonsai Decor,"5ab2e79c30b04a340b9a76b3,5c82b6c76fa88c2ae4214d13","lily,flower,perfume,gardensupplie,bulb,plantseed,decor,home,design,seed,coloredlilyseed,garden,bonsai"
5abb090154bd09365f82ab5e,2662,2067,76,72.8,73.7,86.8,0.3,0.0,72.5,1562025600,100 pcs Hanging Petunia Beautiful Seeds Flower Seeds Perennials Bonsai Planting Home Plants Garden,"5ab2e79c30b04a340b9a76b3,5c82b6c76fa88c2ae4214d13","beautiful,flowerseed,bonsaiseed,decorationsforhome,gardening,flower,hangingpetunia,petuniaseed,homekitchen,petunia,plantseed,homeliving,plant,home,garden,bonsai"
5a449bda647e1f06065db07c,2564,1456,96,78.4,75.3,89.6,1.7,0.0,76.7,1562025600,17 Colors Sexy Fashion Long Lasting Lipstick Lips Makeup Cosmetics Waterproof Matte Velvet Lip Gloss Rouge A Levre Labial,"5c82b6c76fa88c2ae4214d0d,53dc186421a86318bdc87f2b,546e82940d725226768b4125","makeup,beauty,waterproof,lipmakeup,matte,velvet,liquidlipstick,longlastinglipstik,glos,lipglossvelvetlipstick,cosmetic,lipglos,sexylipstick,sexy,lip,mattelipstick,lipstick,fashion,waterprooflipstick"
578b9c8b12db06057b12bb2e,2561,2485,38,68.0,68.0,92.1,2.5,0.0,65.5,1562025600,Universal Magnetic Car Mobile Phone Holder Air Vent Mount Stand For all phone,"5c82b6c76fa88c2ae4214d10,54c024ca2297f16081cdae67","mobilephoneholder,phone,tabletiphonecarholder,carphoneholder,car,fashion,stand,universalcarholder,caraccessorie,cellphoneaccessorie,mobile,iphoneaccessorie"
5983f6cecb77777035567530,2526,1221,79,95.6,95.7,100.0,16.3,0.0,79.7,1562025600,10ML Fruit Plant Essential Oils Water Soluble Oil Fragrance Lamp Furnace Humidifier,"546109908d922c56fc95fd1a,5c82b6c76fa88c2ae4214d0d","beauty,lavenderessentialoil,plantessentialoil,natural,plant,essentialoil,perfume,lamp,fragrance,watersolubleoil,essentialoildiffuser,lighting"
59aa1092b3d4562d3794d2f0,2469,1288,95,81.1,80.0,93.7,5.8,0.2,75.2,1562025600,Brand new 12ml Matte Dull Nail Polish Fast Dry Long-lasting Nail Art Varnish Matte Nail Polish Satin Gel varnish,"5478f28258f177436386b912,5c82b6c76fa88c2ae4214d0d","mattenailpolish,beauty,fashionaccessorie,nailpolish,womensfashion,satinnailpolish,nail,satin,manicure,cosmetic,winered,matte,ecofriendlynailpolish,nontoxic"
58784901e8918464a21f23a5,2451,1602,32,90.3,89.6,100.0,2.0,0.2,88.4,1562025600,2018 Fashion  Sexy New Metallics Nail Polish Mirror Nail Polish For Women Girl As Makeup Tool,"5478f28258f177436386b912,5c82b6c76fa88c2ae4214d0d","pc,metallicnailpolish,womennailart,nailpolishset,mirror,mirrornailpolish,nailpolish,bling,gelnailpolish,colorful,nailcarepolish,nailart,beauty,cosmetic,sexy,sexynailpolish,computer,naildecoration,women"
5bb80c49682ecd1a28552970,2424,1941,95,61.7,62.2,95.8,0.5,0.0,61.2,1562025600,"Men's and women's self-defense Pepper spray self-defense tools, new women's safety self-defense products, outdoor safety self-defense products, Mini anti-wolf sprayer","5c82b6c76fa88c2ae4214d0f,5a7e296130b04a493436c62b","selfdefense,safetyampsecurity,gift,antiwolfsprayer,spray,outdoor,tool,mini,pepperspray,selfdefensetool,magnum,safety"
5af6b84d60d6ad0b266525ab,2334,1345,101,68.0,68.2,91.1,2.2,0.0,65.9,1562025600,34 Color Choose Women Girls Cosmetic Makeup Lip Gloss Long Lasting Moisturizer Waterproof Matte Velvet Liquid Lipstick,"5c82b6c76fa88c2ae4214d0d,546e82940d725226768b4125,53dc186421a86318bdc87f2b","makeuptoolsaccessorie,makeup,beauty,lipglos,womensfashion,velvet,liquidlipstick,matte,lipglosse,healthbeauty,glos,cosmetic,waterproof,sexy,lip,lipstick,women"
5beee6388ce4992b83f7e6f5,2212,2186,99,69.2,69.9,93.9,1.0,0.0,68.2,1562025600,500pcs/bag Mix Rare Succulents Plants Seeds Garden Home Decor Easy To Grow Potted Multicolour Flower Seed Yard Bonsai Seed,"5ab2e79c30b04a340b9a76b3,5c82b6c76fa88c2ae4214d13","home,flowerseed,decor,gardenampoutdoorliving,homedecor,flower,jardin,homekitchen,succulent,plantdecor,homeliving,plant,gardendecor,homedcor,homeampgarden,garden,bonsai"
5bf52b1b93c36f3d3b8dee02,2208,1369,100,76.7,76.2,95.0,18.3,0.0,65.4,1562025600,12 Colors Long Lasting Waterproof Ultra Matte Liquid Lipstick Moisturizer Beauty Makeup Gift,"5c82b6c76fa88c2ae4214d0d,53dc186421a86318bdc87f2b","makeup,beauty,lipglos,matte,velvet,liquidlipstick,healthbeauty,gift,cosmetic,waterproof,mattelipstick,lipstick"
5c2747df04069a11ba4eb15a,2189,2170,97,70.8,71.1,92.8,1.7,0.0,69.1,1562025600,New 4D Silk Fiber Lash Mascara Waterproof Rimel 3d Mascara For Eyelash Extension Black Thick Lengthening Eye Lashes Cosmetics,"5c82b6c76fa88c2ae4214d0d,546e989e0d725226778b4128","makeup,beauty,eye,fiber,mascara,silk,eyelashextension,cosmetic,waterproof,black"
5acc96dbda003776929a2abf,2153,2137,94,94.1,94.4,100.0,1.3,0.0,92.8,1562025600,SACE LADY Perfect Pores Blur Primer Natural Soft Skin Makeup,"5c82b6c76fa88c2ae4214d0d,53fcd3f32ee34556013a732b","oilcontrolling,faceprimer,makeup,beauty,primermakeup,makeupbaseprimer,foundationmakeup,cosmetic,naturalmakeup,poresinvisible,makeupandbeauty,moisturizer"
59771cd0fb73f7703bc2c422,2124,1204,100,71.8,73.5,94.0,2.2,0.0,69.6,1562025600,34 Color Choose Women Girls Cosmetic Makeup Lip Gloss Long Lasting Moisturizer Waterproof Matte Velvet Liquid Lipstick,"5c82b6c76fa88c2ae4214d0d,53dc186421a86318bdc87f2b","makeuptoolsaccessorie,makeup,beauty,lipglos,womensfashion,velvet,liquidlipstick,matte,lipglosse,healthbeauty,glos,cosmetic,waterproof,sexy,lip,lipstick,women"
5b72a56d34174e5d81e71f2b,2096,2090,95,62.6,62.8,95.8,3.1,0.0,59.5,1562025600,Slim Massage Cream Cellulite Removal Skin Anti-Cellulite Cream Fat Burning Slimming Cream Muscle Relaxer Weight Loss,"5c82b6c76fa88c2ae4214d0d,53dc186421a86318bdc87f30","slim,muscle,bodyshape,musclerelaxer,massage,slimming,bodycare,weightlos,slimmassagecream,health,loseweight,slimmingcream,fatburner"
587dca11c86bf127667e1f4c,2060,2042,101,62.7,63.2,96.0,3.3,0.0,59.4,1562025600,Women Highlighter Eyeshadow Pencil Or Cosmetic Powder Eyeshadow Palette,"5c82b6c76fa88c2ae4214d0e,540e1ffb0b6425323b42aa96","eyelinerpencil,makeup,beauty,womensfashion,makeuptool,highlighter,eyeliner,pencil,eyeshadow,eyelinerpen,cosmetic,women"
553dc9aabd460e305f36bc34,2036,2023,101,83.6,84.1,99.0,15.6,0.0,68.0,1562025600,Comprehensive Black 4-in-1 LED Light Stylus Pen Laser Pointer for Capacitive Touch,"54adab2358f1773d0f60caab,5c82b6c76fa88c2ae4214d12,5488e9b758f177327419fec4","laserpointerpen,pen,light,laser,capacitivetouchscreenstyluspen,led,black,ipad"
5b71552df6033642ef10815f,2021,2018,95,66.9,67.0,97.9,1.4,0.0,65.6,1562025600,Natural Lymphatic Drainage Ginger Oil  Essential Oil Shower Oils Relaxing Massage Skin Care,"5c82b6c76fa88c2ae4214d0d,53fcd3f32ee34556013a732b","gingeressentialoil,lymphaticdrainagegingeressentialoil,shower,lymphaticdrainageessentialoil,beautyhealth,massage,essentialoil,skincare"
5c0b45cc1bda854f80265a96,1967,1162,99,62.8,64.4,89.9,1.5,0.0,61.3,1562025600,Luxury Ballpoint Pen Liquid Flow Oil Crystal Metal Copper Flower Ball Pen Office Supplies,54adab2358f1773d0f60caab,"crystal,metal,gift,stationery,pen,ball,luxury,creative,ballpointpen,copper,liquid,office,flower"
5c1cad4889b58971be869e3e,1955,1945,94,91.4,91.5,97.9,3.5,0.0,87.9,1562025600,Mending Tool Professional Applicator Waterproof Touch Up Car Paint Repair  Coat Painting Pen Scratch Clear Remover,"5c82b6c76fa88c2ae4214d0d,58a4ad172316871660349cbe","mendingtool,coatpaintingpen,paintrepair,painting,car,scratchremover,scratchrepair,tool,carpaintpen,remover,waterproof,carrepairtool,repairpen,coat,pen,scratchclearremover"
5bcee60a93357a2cc26c47f2,1944,1937,88,60.8,61.0,93.2,8.5,0.0,52.3,1562025600,Women Makeup  3 Seconds Eyeshadow Makeup Double Layer Coloured Gradation Cosmetic Brush,540e1ffb0b6425323b42aa96,"makeup,beauty,womensfashion,womancosmetic,eyeshadowmakeup,eyebrowpowder,cosmetic,women,eyeshadow,pigmentedeyeshadow,giftforwomen"
5ad1bdd2639a7a183eb21d4d,1907,1456,84,62.6,64.4,90.5,2.4,0.0,60.2,1562025600,Beautiful Japanese Hibiscus Flower Moon Every Day the Courtyard Balcony Potted Large Flower Heavy Flower Seed of Hibiscus Coralline Flower Seed,5ab2e79c30b04a340b9a76b3,"flowerseed,beautiful,gardening,flower,moon,pot,japanese,homeliving,plant,heavy"
5a3e0124e723d819addd3202,1901,1762,97,73.1,73.7,96.9,0.9,0.0,72.1,1562025600,4Colors Origin USA Vaseline Lip Balm Lasting Long Lip Therapy Soft and Smooth Lips Anti Wrinkle Aging Refresh Nourish ,"55553bf86c54632a70392804,5c82b6c76fa88c2ae4214d0d,53fcd3f32ee34556013a732b","lipglos,skincareproduct,vaseline,wrinkle,chapstick,therapy,lip,moisturizer,lipstick,lipbalm"
5bf280cdd300c44bc2f1d2a8,1880,1027,95,92.3,90.8,100.0,7.0,0.5,84.8,1562025600,12colors Marble Pattern Smoke Color Phototherapy Nail Polish Smudge Gradient Nail Gel Nail Art Accessories,"5478f28258f177436386b912,5c82b6c76fa88c2ae4214d0d","beauty,naildiy,nailgel,womensfashion,nailpolish,art,nail,smoke,nailart,nailbeauty,cosmetic,naildecoration,nailcare,uvgel"
5c3f272a715a4568999a003a,1875,1856,94,86.5,87.0,98.9,14.6,0.0,72.3,1562025600,Magic Natural Teeth Whitening Gel Pen Oral Care Remove Stains Tooth Cleaning Teeth Whitener Tools,"5c82b6c76fa88c2ae4214d0d,55d63ccf601ef3068ed2e29d","dentaltoothwhitening,beauty,teethwhiteningpen,toothcleaning,magic,pen,tool,oralcare,oralhygiene,whiteningtoothtool,teethwhitener,teethcare,teethwhitening"
5aa5e4e1f7ad0b5ae4c2e37d,1856,1847,93,61.2,61.5,88.2,1.0,0.0,60.2,1562025600,Sakura Tree Seeds Sakura Seeds Cherry Blossom Seeds Healthy RARE 20pcs/bag Mixed Color Planters,"5ab2e79c30b04a340b9a76b3,5c82b6c76fa88c2ae4214d13","tree,cherry,20,diy,homekitchen,pink,living,homeliving,home,fountain,seed,garden,bonsai"
5a434848f30c53591ace72c5,1850,1341,60,73.1,72.6,91.7,3.7,0.0,69.4,1562025600,New Easy to Wear Velvet Double Color Matte Eye Shadow Stick 6 Shimmer Colors Luminous Eyeshadow Brand Makeup,"5c82b6c76fa88c2ae4214d0d,540e1ffb0b6425323b42aa96","makeup,beauty,waterproof,matte,eye,womenfashion,eyeshadowpowder,cosmetic,eyemakeup,eyeshadow,velvet"
59bb369449fa956a2ff826ec,1844,1060,64,95.4,95.8,100.0,8.6,0.0,86.8,1562025600,Sexy 15 Colors Moisturizing Waterproof Matte Nude Lip Long Lasting Liquid Lipstick for Women Girls（15 Colors）,"5c82b6c76fa88c2ae4214d0d,546e82940d725226768b4125","nyxmattelipstick,makeup,mattelipglos,womensfashion,liquidlipstick,matte,matteliquidlipstick,nude,blacklipstick,waterproof,sexy,lip,mattelipstick,flowerlipstick,lipstick,redlipstick,women"
5baf8c9d46d0d05f94739254,1834,1194,103,71.3,72.9,90.3,2.3,0.0,69.0,1562025600,Brand Matte Lipstick Waterproof Nutritious Easy to wear Lipstick Long Lasting Natural Smooth Lips Makeup,53dc186421a86318bdc87f2b,"makeup,beauty,waterproof,matte,liquidlipstick,lipsticklipglo,cosmetic,lipglos,sexy,lip,lipstick,moisturizer"
5c5cfa4a26e3b71939f95f68,1828,1157,98,53.2,53.2,79.6,0.2,0.0,53.0,1562025600,Fashion bonsai flower lotus flower for summer 100% real Bowl lotus pots Bonsai garden plants 10/bag,"5ab2e79c30b04a340b9a76b3,5c82b6c76fa88c2ae4214d13","ornament,fashion,flower,ornamentalflower,water,bonsai,summer,beautifulflower,home,seed,lotu,garden,cultivation"
5c0641a50f46b3220e035fdd,1822,1799,103,85.5,86.6,99.0,15.6,0.0,70.1,1562025600,Natural Professional Make Up Contouring Cream Full Cover Wrinkle Face Concealer Primer Foundation Cream Cosmetic Base,"5c82b6c76fa88c2ae4214d0d,53fcffbf2ee3456de1893c8a","cover,makeup,natural,faceconcealer,cosmeticbase,longlasting,wrinkle,oilcontrol,professional,cosmetic"
5c8fb59e86257566e2d7a093,1810,1299,78,56.1,56.7,76.9,2.0,0.0,54.0,1562025600,"The latest  research and development 10day,20 day,30day，40day of fat-reducing detoxification tea, mild detoxification in the morning, fat-reducing at night.","5493282df8a0b37add06a94f,53dc186421a86318bdc87f30","beauty,tea,development,weightlo,soonerorlater,weightlosstea,naturalweightlosstea,detoxification,slimmingtea,health,healthyslimming"
5b486b3dfb10a263f27ab9f7,1807,719,67,75.0,76.9,92.5,8.0,0.0,67.1,1562025600,8ml Gel Nail Polish 83Colors Vernis Semi Permanent 1pcs UV Nail Polish Lasting Long Soak Off Gel Lucky Art Manicure ,"5478f28258f177436386b912,5c82b6c76fa88c2ae4214d0d","uv,beauty,nailgel,gelnailpolish,nailpolish,art,nail,basetopcoat,dinnerpartytheoffice,vernissemipermanent,cosmetic,manicure,gelpolish,uvnail,nailvarnish,uvgel"
5a9500fdf3bcca0d2579419a,1799,1644,95,93.0,93.3,98.9,1.4,0.0,91.6,1562025600,SACE LADY Full Cover Liquid Concealer Flawless Natural Makeup Base Flaws Coverage Waterproof,"5c82b6c76fa88c2ae4214d0d,53fcffbf2ee3456de1893c8a","concealerbase,makeup,liquidmineralfoundation,womensfashion,moisturizingconditioner,faceconcealer,facemakeup,darkcircle,beauty,cosmetic,waterproof,cover,comestic,liquidconcealer"
5a0eb1f39a07bd61a4af1a87,1799,1099,94,90.9,91.7,100.0,5.7,0.0,85.2,1562025600,20 Candy Colors  Glow in Dark Nail Varnish Art Luminous Nail Polish Fluorescent Light For Beauty Vernis a ongle,"5478f28258f177436386b912,5c82b6c76fa88c2ae4214d0d,5482490158f1772a46847610","dark,makeup,beauty,womensfashion,nailpolish,art,nail,tool,glitter,cosmetic,food,fluorescent,light,candy,glow"
5a48d7f7976e9442d85ea028,1738,1678,96,85.1,85.5,96.9,26.8,0.0,59.7,1562025600,Women Lava Blackhead Black Mud Deep Cleansing Purifying Peel Off Facail Face Mask Fashion,"55d7c57e6c546337f02b671f,5c82b6c76fa88c2ae4214d0d,53fcd3f32ee34556013a732b,54b8623e58f17719e9c9c781","mask,peeloffmask,makeuptoolsampaccessorie,healthampbeauty,facialmask,blackmask,fashion,womensfashion,facemask,peeloff,cosmetic,black,blackheadsmask,shillystick,women"
5ab0833f1baafe14fc175417,1738,1296,73,59.6,60.3,82.2,1.4,0.0,58.2,1562025600,100pcs/Bag Mixed Color Hyacinth Seeds Plant Flower Seed Bonsai Home Garden Balcony Decoration,"5ab2e79c30b04a340b9a76b3,5c82b6c76fa88c2ae4214d13","flowerseed,mixedcolorseed,bonsai,flower,bonsaiseed,decoration,gardenplantseed,ornamental,homeliving,homekitchen,plant,home,homegarden,hyacinthseed,garden,seed"
5808bb18a964b47b873fcc71,1648,556,22,74.7,83.5,100.0,0.9,0.0,73.8,1562025600,Hot Sale 8ml Top Coat Nail Polish Led/UV Light Vernis Semi Permanent DIY  Nail Art Salon Gelpolish,"5478f28258f177436386b912,5c82b6c76fa88c2ae4214d0d","nailart,fashionladyuvgel,beauty,gelnailpolish,nailpolish,led,2017newarrival,nail,dinnerpartytheoffice,light,vernissemipermanent,cosmetic,art,healthyandecofriendly,diy,uvgel"
5b74e4c29060451d20fe5c78,1627,1622,92,66.9,67.1,94.6,1.0,0.1,65.9,1562025600,PHOERA Metallic Diamond Pearly Watery Eyeshadow Sparkling Party Fashion Liquid Eyeshadow (12 colors),540e1ffb0b6425323b42aa96,"makeup,beauty,shiny,party,diamond,eyeshadowmakeup,metallic,glitter,cosmetic,waterproof,eyeshadow,sexy,jewelry,fashion"
5a617d582b0a1c211e0df0d5,1565,1557,99,73.4,73.7,99.0,4.1,0.0,69.3,1562025600,Cute Plush Panda Magnetic Fridge Stickers BlackWhite ,"54932cd8f8a0b37ade06ad51,5c82b6c76fa88c2ae4214d10","panda,kitchenmagnet,plush,sticker,cute,fridgemagnet,christmassticker,fridgesticker,wallsticker,fridgedecal,fridge,plushpanda"
5b10c2f2eef1ab1fe19ec373,1562,1555,32,69.7,70.0,96.9,0.3,0.0,69.3,1562025600,PHOERA glitter metal eyeshadow makeup glitter eye shadow natural eye shadow palette（24 Colors）,"5c82b6c76fa88c2ae4214d0e,540e1ffb0b6425323b42aa96","metal,makeup,beauty,eye,metallic,glittereyeshadow,glitter,cosmetic,eyemakeup,eyeshadow,shimmering,shimmereyeshadow"
